icao24,origin_country,velocity,geo_altitude
a03fc9,United States,193.31,13037.82
a2b12e,United States,250.02,10683.24
ac24e4,United States,121.41,1318.26
478de3,Norway,48.11,342.9
a82df6,United States,288.65,12039.6
ab678e,United States,81.3,1143.0
a5cdfd,United States,62.94,701.04
a3e48c,United States,49.94,350.52
a2b136,United States,104.25,822.96
a2b133,United States,219.98,11262.36
a3813b,United States,81.75,853.44
4ca615,Ireland,131.2,2407.92
ac6118,United States,0.0,
a37a62,United States,213.97,12755.88
a86a28,United States,66.56,533.4
a967ae,United States,8.23,
e49fb4,Brazil,216.65,
abfded,United States,40.69,1074.42
ac11c6,United States,224.61,12428.22
c02552,Canada,107.68,838.2
aa7aa6,United States,264.78,12565.38
a32acf,United States,246.79,10530.84
152c2e,Russian Federation,241.97,
c07ef2,Canada,209.13,11826.24
c00b35,Canada,280.2,11658.6
a2aa3a,United States,54.78,1363.98
abfdf8,United States,2.06,
a50a87,United States,47.02,998.22
8462c4,Japan,241.11,6256.02
a50a88,United States,244.7,10378.44
4bccb5,Turkey,189.35,11018.52
ab9af3,United States,257.0,7802.88
c07eef,Canada,214.57,10660.38
c07eee,Canada,228.93,11917.68
a26161,United States,28.52,259.08
c085e0,Canada,117.3,2278.38
abb76d,United States,0.0,
a4ea76,United States,58.66,1699.26
845be4,Japan,70.52,434.34
acbd69,United States,116.03,990.6
7c29d5,Australia,241.13,7741.92
a51d46,United States,50.95,434.34
a9429e,United States,61.22,1706.88
acb10a,United States,264.12,10675.62
a286a8,United States,60.05,998.22
34520f,Spain,213.16,10302.24
c01e13,Canada,233.99,11879.58
e480a2,Brazil,143.63,2796.54
ac5a4a,United States,221.6,11902.44
c01e11,Canada,236.71,11879.58
a0cc06,United States,1.8,
407992,United Kingdom,7.72,
448466,Belgium,0.0,274.32
ae5df0,United States,188.58,5737.86
896697,United Arab Emirates,217.66,9494.52
acb124,United States,109.95,1043.94
a3819d,United States,75.83,739.14
a08f62,United States,151.85,6202.68
ac878c,United States,2.06,
a727bb,United States,48.45,533.4
a6a711,United States,172.58,3779.52
a3ca1a,United States,73.57,403.86
ac6d8c,United States,57.12,2339.34
a2b198,United States,249.91,10736.58
ab415e,United States,212.46,11841.48
a0a9f8,United States,102.72,876.3
a2b196,United States,263.99,10233.66
40796b,United Kingdom,223.55,11399.52
a033ae,United States,216.17,10896.6
a3d10f,United States,227.76,10690.86
a2b17a,United States,255.84,10927.08
a046f2,United States,145.31,8161.02
a9a58b,United States,238.35,11346.18
a3d126,United States,144.14,4983.48
a059e3,United States,232.57,10500.36
896665,United Arab Emirates,83.11,83.82
a4fd3d,United States,52.72,563.88
a27fa1,United States,72.32,1661.16
c2b3f5,Canada,201.78,7338.06
a63d42,United States,265.1,9006.84
a10614,United States,191.92,7444.74
ac5a73,United States,206.03,11833.86
841520,Japan,250.86,10523.22
896679,United Arab Emirates,224.8,10706.1
7501f9,Malaysia,294.77,12283.44
a56abf,United States,57.52,1196.34
ad945a,United States,0.19,
a2b176,United States,206.28,10020.3
c01e28,Canada,190.27,9563.1
ad2aed,United States,232.76,10287.0
780cb7,China,279.99,10294.62
700007,Afghanistan,271.47,10401.3
a6a72c,United States,31.29,464.82
ac748a,United States,261.95,10439.4
a51d6a,United States,54.37,502.92
a0e607,United States,211.93,9502.14
e0b392,Argentina,198.03,11551.92
a3e473,United States,179.58,11795.76
e0b391,Argentina,231.9,12336.78
780d2b,China,271.58,10858.5
c010ea,Canada,224.61,9349.74
a9914d,United States,45.27,739.14
76cd46,Singapore,255.6,12565.38
8965d3,United Arab Emirates,191.54,11049.0
8965d1,United Arab Emirates,197.74,10988.04
8965d0,United Arab Emirates,188.25,5593.08
a22652,United States,42.4,350.52
a9da3f,United States,50.0,1066.8
a166f9,United States,39.85,861.06
86ebd8,Japan,247.98,12649.2
a9f461,United States,244.37,6416.04
7c77f7,Australia,237.52,12580.62
a0d326,United States,39.56,1021.08
a32c1e,United States,251.56,10203.18
a0967c,United States,66.88,1219.2
888218,Viet Nam,219.08,10294.62
a033f9,United States,224.1,6827.52
a20008,United States,229.08,12633.96
a0d344,United States,212.14,8229.6
a22669,United States,196.86,4815.84
a3dca4,United States,40.7,967.74
a9ed95,United States,31.9,220.98
c06c8a,Canada,151.75,6339.84
ae4b5a,United States,0.51,121.92
a6319f,United States,186.43,5151.12
c0737c,Canada,206.24,11765.28
a19c4b,United States,44.16,1043.94
a88491,United States,32.62,1143.0
152065,Russian Federation,213.46,10012.68
a03fff,United States,0.0,
8832cb,Thailand,225.79,8884.92
a56c19,United States,235.08,9166.86
a99d87,United States,248.59,11125.2
a7a17b,United States,119.88,685.8
a46603,United States,139.15,3139.44
a57f42,United States,207.84,7147.56
a08f6b,United States,103.69,1173.48
aa59a5,United States,0.0,
a8d465,United States,243.62,9296.4
abeb9f,United States,246.46,11551.92
780d68,China,193.34,4084.32
8832d3,Thailand,259.01,10675.62
8832d0,Thailand,223.97,11018.52
a1ec13,United States,62.93,441.96
76cd70,Singapore,260.1,10568.94
750333,Malaysia,126.96,1341.12
152079,Russian Federation,249.85,7604.76
750338,Malaysia,228.67,13228.32
76cd75,Singapore,227.78,6294.12
abf29f,United States,245.24,10866.12
8832ba,Thailand,179.73,4968.24
c06079,Canada,46.33,518.16
a39fb7,United States,185.66,10904.22
8965c2,United Arab Emirates,290.71,11719.56
a70f11,United States,236.45,10256.52
75033d,Malaysia,189.82,6202.68
75033c,Malaysia,229.86,10767.06
a22642,United States,217.34,10424.16
a8cd7c,United States,51.98,533.4
a1afc9,United States,51.54,388.62
a2cfa2,United States,196.47,5775.96
7c0405,Australia,3.09,
c06080,Canada,3.86,
0d82be,Venezuela,0.64,
a35949,United States,0.0,
a5cf1b,United States,244.42,10294.62
8965c3,United Arab Emirates,222.26,8046.72
89409f,Bahrain,290.29,12473.94
a88467,United States,217.67,9685.02
e4818b,Brazil,265.03,9875.52
ab6737,United States,229.5,7627.62
a74a5a,United States,98.4,1059.18
c06022,Canada,261.59,10553.7
a9a4c2,United States,218.4,10767.06
a9f424,United States,232.19,8831.58
e48199,Brazil,1.8,
7cade1,Australia,249.44,13098.78
e4819c,Brazil,106.75,1722.12
c06c4f,Canada,92.22,1188.72
a941c0,United States,6.17,
c08677,Canada,228.93,13898.88
4b850c,Turkey,246.3,12161.52
748016,Lebanon,226.13,8884.92
abb721,United States,55.45,861.06
a1ff90,United States,231.03,8366.76
aa7aeb,United States,0.0,
a9ed3f,United States,44.29,1249.68
7cadd8,Australia,81.23,1836.42
a3efa2,United States,144.94,4328.16
a2c3b2,United States,49.56,914.4
a1901c,United States,36.67,1295.4
7c77ff,Australia,205.92,12123.42
7c77fd,Australia,238.0,11849.1
89407a,Bahrain,89.97,769.62
ac8735,United States,268.61,14013.18
a821e1,United States,52.69,502.92
c010e4,Canada,111.23,1432.56
894097,Bahrain,275.91,12420.6
a967eb,United States,263.02,11231.88
a33339,United States,227.68,10500.36
ab674b,United States,176.97,3337.56
a45f59,United States,111.94,807.72
894098,Bahrain,279.38,12153.9
a2e9fd,United States,5.4,
a86a66,United States,222.96,10911.84
a9f409,United States,41.26,350.52
ac37bd,United States,200.76,10515.6
152034,Russian Federation,30.15,9098.28
a7fae4,United States,30.19,472.44
8462ee,Japan,109.81,1470.66
a153de,United States,155.12,4206.24
a7ad7c,United States,202.16,9715.5
89408f,Bahrain,224.16,9060.18
ab3a0c,United States,257.19,9265.92
a416be,United States,142.55,2857.5
89408d,Bahrain,254.63,11018.52
8a08cf,Indonesia,161.3,6781.8
3450d8,Spain,232.31,9273.54
a1b6f9,United States,27.28,655.32
a393b1,United States,247.96,12801.6
a3a93b,United States,215.38,7962.9
c06c84,Canada,127.07,3124.2
a4794e,United States,8.23,
c06c82,Canada,118.98,4419.6
a33327,United States,226.04,10629.9
ab9ab3,United States,216.8,10820.4
a140be,United States,52.72,304.8
a8aac8,United States,236.74,8359.14
a3e911,United States,190.88,10881.36
a66a87,United States,66.38,556.26
a086ce,United States,223.79,10111.74
a80146,United States,83.37,1722.12
ac52ee,United States,198.79,8755.38
a0cfbd,United States,202.4,8663.94
aa5b9d,United States,93.55,3581.4
a621f8,United States,40.72,632.46
aceb61,United States,255.63,12024.36
a9ddd6,United States,57.62,3360.42
a52911,United States,187.53,4267.2
c0669e,Canada,177.45,10934.7
a981ad,United States,250.0,12900.66
ac52f2,United States,84.88,685.8
a92d6d,United States,267.33,10866.12
ad2573,United States,193.08,7642.86
ac4bfe,United States,209.4,6972.3
7c3a8d,Australia,0.06,
a7a4e6,United States,217.45,9913.62
a01f73,United States,78.91,822.96
acb5f4,United States,68.12,411.48
a981c7,United States,71.49,2895.6
04018f,Ethiopia,278.4,11925.3
89907c,Taiwan,129.97,1386.84
3b7766,France,219.34,9768.84
a2c90d,United States,244.31,10431.78
adc2a4,United States,1.54,
a9e4bc,United States,41.15,213.36
a32fa7,United States,268.27,7833.36
a12c23,United States,189.43,7780.02
a03995,United States,276.31,13312.14
a874e1,United States,241.71,10431.78
a6c12f,United States,71.89,266.7
adc2a7,United States,242.99,11231.88
a42a91,United States,8.75,
a349a6,United States,35.83,571.5
84655a,Japan,178.45,10866.12
a8aaa5,United States,194.8,4777.74
a81490,United States,120.1,4236.72
89904e,Taiwan,298.0,10378.44
a80162,United States,227.36,11490.96
a2791e,United States,192.59,6385.56
a1d18f,United States,263.13,10835.64
4b8467,Turkey,95.34,281.94
869210,Japan,123.79,1104.9
040168,Ethiopia,227.86,9997.44
a0d6a8,United States,7.46,
89905b,Taiwan,197.59,4419.6
c04052,Canada,240.54,10561.32
a491f1,United States,5.92,
872841,Japan,159.39,3055.62
a8c4d8,United States,0.9,
c0404e,Canada,227.17,10988.04
aceb76,United States,68.94,274.32
aca2f1,United States,138.28,2316.48
ad0b7f,United States,230.7,13190.22
c07998,Canada,3.86,
89902f,Taiwan,243.79,9166.86
a38641,United States,96.81,2004.06
a1a986,United States,1.8,
89902c,Taiwan,308.39,11292.84
a6e767,United States,211.2,5372.1
89902d,Taiwan,282.24,10447.02
89902a,Taiwan,66.46,914.4
a32fda,United States,86.98,739.14
a060ae,United States,198.07,6370.32
a2af59,United States,218.92,6682.74
a86dd9,United States,28.8,0.0
706202,Kuwait,271.46,12405.36
4075b3,United Kingdom,3.6,
8940ce,Bahrain,212.68,8244.84
4075b4,United Kingdom,277.65,10767.06
a31cc9,United States,25.09,45.72
0d0873,Mexico,222.59,11910.06
a6e75b,United States,289.44,8557.26
a80d41,United States,117.6,5654.04
c003bb,Canada,11.42,213.36
a32ff6,United States,247.77,11338.56
a00c80,United States,222.37,10584.18
706214,Kuwait,12.86,
a14689,United States,58.32,2933.7
a0d6fb,United States,175.06,6515.1
846516,Japan,14.4,
a621ba,United States,56.19,876.3
adc2dd,United States,247.21,11628.12
a1efe7,United States,207.62,10629.9
a00c7a,United States,240.42,10347.96
706212,Kuwait,240.06,9601.2
a2af2a,United States,130.07,868.68
78150b,China,246.76,11277.6
a874a4,United States,251.85,11315.7
a8fa07,United States,249.66,11437.62
a00047,United States,207.78,12435.84
4d012f,Luxembourg,230.99,10096.5
c8195b,New Zealand,91.81,4617.72
4d012e,Luxembourg,237.7,9166.86
040151,Ethiopia,243.78,11788.14
899053,Taiwan,205.68,10927.08
a0265d,United States,217.51,9662.16
4d0112,Luxembourg,300.16,10698.48
a2795f,United States,48.83,548.64
a86df1,United States,75.68,5760.72
4d0115,Luxembourg,249.29,11673.84
4d0114,Luxembourg,249.59,9570.72
a80d5e,United States,87.11,541.02
a79d78,United States,215.2,10690.86
4d0118,Luxembourg,274.63,8694.42
899019,Taiwan,5.66,
a6c120,United States,219.67,9441.18
a2c93f,United States,105.05,1097.28
a086ec,United States,107.14,3688.08
a1463a,United States,193.49,8610.6
ad129d,United States,38.69,518.16
70620e,Kuwait,213.51,9494.52
a7da0f,United States,179.57,12367.26
c1e939,Canada,2.06,
899020,Taiwan,138.62,2567.94
a2c92b,United States,221.74,10652.76
a2af23,United States,179.13,4526.28
4d0128,Luxembourg,137.36,3672.84
7c79b5,Australia,71.17,1821.18
49d3d5,Czech Republic,249.96,10012.68
a79122,United States,255.28,8663.94
a02681,United States,85.99,1127.76
899038,Taiwan,254.45,9212.58
a36c00,United States,66.88,1790.7
c05f94,Canada,225.71,4411.98
a68485,United States,200.15,10027.92
8940ba,Bahrain,213.98,11178.54
899031,Taiwan,258.4,10904.22
a0267b,United States,251.15,10881.36
a3cf6d,United States,21.09,
781ff6,China,214.67,10835.64
406f7c,United Kingdom,253.14,10774.68
acfe09,United States,198.01,6080.76
346195,Spain,243.76,11597.64
406f7a,United Kingdom,39.51,11064.24
a2fcf2,United States,190.67,10439.4
0d081c,Mexico,0.0,
780cbe,China,166.74,8961.12
ac5eb4,United States,230.3,11353.8
a13386,United States,263.43,11437.62
a75634,United States,91.34,579.12
a24c77,United States,229.16,10980.42
c029dd,Canada,168.85,4556.76
a2536f,United States,264.72,12047.22
a5b3a7,United States,207.5,9425.94
7c4d3f,Australia,120.5,6118.86
c00fab,Canada,110.91,2438.4
a7e18a,United States,209.14,9052.56
406f76,United Kingdom,157.05,2788.92
a6496b,United States,3.6,
76cce7,Singapore,272.7,11772.9
a62f61,United States,130.09,1402.08
406f77,United Kingdom,280.14,12611.1
7813c1,China,258.18,11247.12
a6dfaa,United States,221.32,9966.96
a2668b,United States,127.33,2491.74
406f72,United Kingdom,287.87,11574.78
a959cf,United States,241.62,11338.56
a683a8,United States,0.0,
a37347,United States,175.44,4792.98
c07973,Canada,210.28,9974.58
c07971,Canada,178.69,10210.8
a1d0a3,United States,139.15,2415.54
a5b3b1,United States,10.29,
7502c3,Malaysia,246.44,12275.82
a5299c,United States,3.25,205.74
7c6750,Australia,93.84,1036.32
5140d5,Georgia,251.57,11635.74
34615a,Spain,265.09,12550.14
acaec8,United States,13.38,
5140d2,Georgia,0.0,
a37335,United States,224.08,11292.84
5140d1,Georgia,31.91,8785.86
7800a9,China,254.69,10728.96
7502ad,Malaysia,139.26,853.44
5140bc,Georgia,0.32,
a5bfff,United States,155.45,2918.46
507c98,Uzbekistan,229.25,10660.38
a7a616,United States,259.48,10447.02
abd204,United States,195.3,8808.72
a336e3,United States,217.02,10751.82
aba8f6,United States,59.47,518.16
a85c01,United States,215.04,10066.02
ac65bb,United States,226.36,10081.26
a336f0,United States,243.65,10256.52
a5b3ad,United States,105.38,853.44
a4ef90,United States,106.75,975.36
a719ff,United States,186.51,11315.7
0d0866,Mexico,223.37,12001.5
a50369,United States,0.0,
aba8ff,United States,227.17,10873.74
a06e19,United States,192.61,13380.72
ad385f,United States,251.09,11018.52
c05f01,Canada,165.32,6819.9
a48048,United States,50.95,2278.38
c07915,Canada,160.98,7269.48
acf207,United States,255.25,11391.9
a8aaff,United States,224.6,10073.64
a37389,United States,276.9,8961.12
7502b2,Malaysia,101.29,1828.8
ad1218,United States,216.13,8999.22
a24082,United States,242.37,11780.52
a7da5f,United States,242.91,9738.36
ab9583,United States,33.07,800.1
ad3870,United States,217.25,10058.4
ac5efa,United States,242.0,11079.48
407698,United Kingdom,147.82,3177.54
407699,United Kingdom,286.63,10911.84
a7da9c,United States,222.28,6682.74
ac4bdd,United States,0.0,
a4dc11,United States,3.86,
a3cf4f,United States,2.57,
7c3a3c,Australia,30.11,137.16
aa2701,United States,221.94,11231.88
7800e8,China,202.88,8001.0
a5fc04,United States,63.8,304.8
c05f0c,Canada,211.27,11399.52
a443e8,United States,101.35,1173.48
a310cf,United States,68.38,853.44
a24c99,United States,173.17,3482.34
851bfe,Japan,188.67,4716.78
a2b691,United States,231.63,11811.0
abe579,United States,208.37,9898.38
a2f0aa,United States,249.19,10942.32
c05f04,Canada,164.67,5547.36
7c6783,Australia,225.19,8465.82
0d080e,Mexico,188.94,11986.26
a4dc0d,United States,52.78,1569.72
a6f9b3,United States,0.0,
a4e307,United States,243.65,10972.8
a06e11,United States,90.1,1524.0
ac52e2,United States,246.41,12146.28
a49f89,United States,208.94,11772.9
aca33f,United States,245.18,12252.96
a9cc41,United States,240.37,10965.18
a20519,United States,83.34,2636.52
add667,United States,3.86,
a8a017,United States,221.17,10561.32
a05b1a,United States,126.56,2903.22
a670da,United States,182.0,9227.82
a038ff,United States,151.87,5273.04
c051e6,Canada,248.14,11841.48
a0753b,United States,58.92,281.94
abe3e6,United States,265.92,10850.88
a5f064,United States,2.12,1394.46
ac668d,United States,214.97,5722.62
a9e65d,United States,48.37,1409.7
ab80f4,United States,0.0,
a7302f,United States,209.07,9997.44
ac4c8a,United States,237.98,11407.14
a17b16,United States,211.03,10492.74
ac5378,United States,203.88,8656.32
508404,Ukraine,81.56,632.46
c051d1,Canada,249.75,10477.5
a06e71,United States,6.94,
845ce4,Japan,192.38,7848.6
a6d3f2,United States,262.96,12778.74
ac536c,United States,292.54,12039.6
a813e9,United States,202.48,5120.64
7c52fa,Australia,8.23,
7c52fb,Australia,7.72,
84c6cf,Japan,61.36,2186.94
a07522,United States,221.58,10027.92
7c52ff,Australia,86.17,807.72
a98f6a,United States,217.83,9951.72
a158c9,United States,226.88,8839.2
3a3cb2,France,116.2,3528.06
a8bf73,United States,162.8,2903.22
a8ac42,United States,208.92,6690.36
adb014,United States,240.25,10683.24
c051da,Canada,234.27,9616.44
a3e8d2,United States,38.01,434.34
76cda4,Singapore,258.54,11071.86
508429,Ukraine,231.75,10835.64
aca362,United States,121.61,5158.74
acf0db,United States,243.56,11452.86
a8d965,United States,259.37,6835.14
a5035b,United States,74.22,464.82
8881de,Viet Nam,239.64,13144.5
a8b305,United States,137.0,1569.72
a2f200,United States,268.36,12237.72
a44521,United States,216.12,10721.34
aa60af,United States,296.35,10393.68
a813aa,United States,56.53,883.92
c077f9,Canada,65.19,838.2
ab58b2,United States,7.72,
c064d8,Canada,225.84,9883.14
76cdb2,Singapore,234.06,10050.78
a31216,United States,204.7,11719.56
a2fe2d,United States,147.02,7231.38
394a04,France,268.29,10325.1
a62f93,United States,86.43,518.16
76cdb6,Singapore,64.78,601.98
a50370,United States,261.59,11300.46
a0757f,United States,231.0,9928.86
a670a3,United States,176.53,4396.74
a1f884,United States,203.41,7117.08
a05b78,United States,213.32,11391.9
394a06,France,224.18,8907.78
8881e1,Viet Nam,238.35,11330.94
394a05,France,1.8,
a252a7,United States,181.67,4457.7
a826e9,United States,238.06,10111.74
a5f022,United States,166.1,3314.7
a6d3c2,United States,229.34,9906.0
a37ed3,United States,134.29,2179.32
76cdab,Singapore,224.46,11795.76
c01761,Canada,119.57,3611.88
76cdae,Singapore,212.48,5052.06
aa1f97,United States,254.93,8267.7
c0174d,Canada,233.57,11567.16
a1e52a,United States,50.46,701.04
a4d040,United States,204.16,9951.72
c0175a,Canada,233.4,9944.1
394a15,France,172.14,4008.12
394a14,France,280.84,10218.42
7c6727,Australia,44.09,1668.78
7c4d13,Australia,121.8,3261.36
ac407d,United States,249.18,10347.96
a2fe30,United States,239.41,8435.34
a25eea,United States,50.88,457.2
c05dd8,Canada,239.99,9890.76
ad10ec,United States,5.66,
a4e35b,United States,84.3,3276.6
a2fe28,United States,10.29,
a12bc7,United States,35.08,434.34
a7f3c5,United States,289.89,13754.1
a86f86,United States,34.82,1371.6
c051c6,Canada,221.96,10553.7
86e184,Japan,119.76,1752.6
a7a666,United States,74.51,647.7
a385b0,United States,36.76,167.64
a6c0b8,United States,203.56,12893.04
aa3994,United States,169.81,4320.54
a2fe21,United States,95.36,1569.72
a37ec4,United States,233.25,9951.72
a37eb0,United States,222.26,10767.06
a0b20e,United States,227.34,10675.62
ad1e05,United States,220.22,10721.34
a25ebf,United States,50.68,579.12
aa73b9,United States,155.83,5875.02
a61c8a,United States,45.95,289.56
a0ab2a,United States,64.58,365.76
a7699a,United States,49.34,1211.58
a97c18,United States,257.07,11079.48
a07579,United States,213.18,8442.96
ab7b02,United States,189.14,11841.48
a6cce2,United States,52.36,975.36
a80ce8,United States,37.26,1432.56
a1954d,United States,62.64,1592.58
a4e389,United States,218.92,11414.76
a1cb05,United States,223.57,10607.04
a61c93,United States,100.61,2278.38
c05da4,Canada,88.76,1120.14
aa6e58,United States,200.71,11056.62
a55220,United States,132.44,1996.44
ab2c0b,United States,164.33,6888.48
c0171a,Canada,137.16,1676.4
aacfbe,United States,243.68,10591.8
a29b84,United States,55.83,662.94
a372e0,United States,217.67,10012.68
a6ce36,United States,236.54,6819.9
a2eb55,United States,56.13,419.1
a0628f,United States,215.88,9768.84
a4454e,United States,32.38,525.78
a42b45,United States,219.35,9357.36
a70848,United States,3.34,
aa38f8,United States,46.93,708.66
ac5f42,United States,251.8,11574.78
750492,Malaysia,233.46,10713.72
ab93a5,United States,248.7,9022.08
a5521c,United States,221.25,6339.84
a5787c,United States,36.49,403.86
a43e5e,United States,211.02,10477.5
a31e85,United States,83.65,1310.64
899016,Taiwan,245.88,10142.22
5082f0,Ukraine,115.18,2324.1
ac6622,United States,175.59,3390.9
a3c2d5,United States,107.52,1531.62
a82825,United States,46.27,1005.84
78021b,China,155.99,3215.64
ac7952,United States,7.2,
899017,Taiwan,0.0,
ad7f11,United States,92.24,1242.06
a2b5da,United States,268.17,9258.3
899014,Taiwan,226.27,11132.82
a42b32,United States,181.31,11277.6
a6985d,United States,257.35,12862.56
a4453e,United States,229.84,10226.04
c01725,Canada,11.32,
ac4c21,United States,247.39,11049.0
a44548,United States,220.97,11483.34
a385da,United States,200.02,11513.82
aa883e,United States,86.43,2004.06
780233,China,193.56,11346.18
394a0a,France,0.51,
394a0e,France,257.96,9837.42
a44540,United States,251.46,10927.08
75044b,Malaysia,256.33,11018.52
c0173f,Canada,247.2,9974.58
8966bb,United Arab Emirates,282.68,11780.52
a4dbe3,United States,56.24,281.94
75044d,Malaysia,2.31,
8966bd,United Arab Emirates,245.62,9936.48
abf6ae,United States,221.34,10050.78
a44544,United States,291.54,8267.7
a768fd,United States,213.93,5913.12
780e89,China,122.05,1996.44
ac7968,United States,250.05,12123.42
c01755,Canada,235.5,9875.52
ade91f,United States,89.34,5638.8
abefba,United States,194.78,10386.06
ab5993,United States,6.94,
a9707e,United States,126.65,3459.48
acc955,United States,150.82,4930.14
750474,Malaysia,228.96,10744.2
abdcb5,United States,213.82,10111.74
760a0c,Pakistan,253.45,10043.16
aa25a6,United States,200.17,4251.96
75045d,Malaysia,239.5,9639.3
a74ece,United States,159.8,12710.16
8966ce,United Arab Emirates,232.6,10088.88
ac6645,United States,202.92,11308.08
c077d6,Canada,9.26,
ab2c54,United States,92.82,2247.9
a67231,United States,232.46,11239.5
ad2fd0,United States,231.73,9372.6
750466,Malaysia,232.34,11673.84
a920f0,United States,63.11,845.82
a9704d,United States,221.25,10530.84
06a3b6,Qatar,283.7,11788.14
ac5331,United States,140.57,1706.88
aa38c9,United States,59.65,2758.44
a97c9a,United States,245.61,9700.26
a26700,United States,0.13,
ac16da,United States,98.28,563.88
ac5f5f,United States,250.59,11132.82
ac5326,United States,28.29,
ac6658,United States,7.42,640.08
abefdd,United States,204.14,11262.36
84b3c9,Japan,118.18,2971.8
7c52f9,Australia,4.89,
a6980a,United States,50.93,883.92
7c52f8,Australia,153.04,5120.64
a4f5a0,United States,218.06,9966.96
a97075,United States,174.81,3589.02
ab201a,United States,53.39,266.7
ab2c72,United States,184.33,10828.02
7c0581,Australia,29.45,990.6
3c70b5,Germany,179.43,4099.56
a515ad,United States,253.74,10934.7
ac6668,United States,226.44,11308.08
abdcbe,United States,98.15,777.24
aca309,United States,240.65,11361.42
ab93db,United States,208.39,5737.86
a6981a,United States,259.88,10172.7
760a05,Pakistan,269.89,12336.78
ac4c67,United States,221.71,10698.48
a768c2,United States,4.63,
06e012,Rwanda,203.27,8397.24
a97c85,United States,129.07,1996.44
abdcdc,United States,139.11,3124.2
acb64a,United States,66.55,312.42
abdcda,United States,188.01,7018.02
3c70c3,Germany,215.69,9189.72
a648d2,United States,43.8,1013.46
ac6679,United States,42.92,289.56
ac5349,United States,217.61,6263.64
3c70aa,Germany,266.48,10728.96
a9969b,United States,227.39,10248.9
a56531,United States,248.1,12763.5
750410,Malaysia,219.22,12016.74
851c86,Japan,0.0,
a372df,United States,68.5,1866.9
aab0ba,United States,195.47,5471.16
ad1cde,United States,224.12,9357.36
7c65de,Australia,0.0,
a7081a,United States,156.46,2667.0
a8b375,United States,39.37,693.42
a02721,United States,49.62,266.7
8966a8,United Arab Emirates,213.91,7399.02
acb650,United States,46.31,251.46
7caed7,Australia,5.4,
7c055b,Australia,51.66,487.68
ab2c8e,United States,199.16,8046.72
a2eb62,United States,38.6,2141.22
750420,Malaysia,79.33,716.28
ad6c3b,United States,179.13,10591.8
a8abe6,United States,207.89,10706.1
a12d2f,United States,265.29,11338.56
a5b59d,United States,13.38,
a862e7,United States,9.27,137.16
4cafc4,Ireland,103.31,1684.02
040062,Ethiopia,256.78,12397.74
a13420,United States,57.98,1554.48
abc058,United States,263.18,11193.78
c03a5a,Canada,202.37,11826.24
4ba9fa,Turkey,217.48,7216.14
846682,Japan,142.02,4053.84
a38718,United States,63.09,251.46
a742ec,United States,0.0,
341446,Spain,222.3,6530.34
040077,Ethiopia,152.13,3314.7
4ba9ce,Turkey,256.69,12489.18
a3d722,United States,0.0,
a91b44,United States,250.1,10812.78
a7db85,United States,226.09,10698.48
a9e5ac,United States,45.52,1828.8
040049,Ethiopia,208.72,11399.52
71c018,Republic of Korea,133.87,1432.56
06a377,Qatar,269.63,9799.32
06a376,Qatar,223.25,10111.74
06a373,Qatar,285.17,11026.14
4ba9e6,Turkey,181.13,5311.14
06a374,Qatar,78.97,601.98
4ba9e5,Turkey,239.3,8275.32
040046,Ethiopia,267.77,12336.78
040045,Ethiopia,240.62,12077.7
845f9f,Japan,241.46,9662.16
89917f,Taiwan,216.72,5318.76
04004c,Ethiopia,235.78,12207.24
04004b,Ethiopia,278.68,11795.76
89917b,Taiwan,0.0,
71c009,Republic of Korea,241.54,9989.82
a7e24a,United States,179.43,5676.9
a9e5d2,United States,44.67,1562.1
71c004,Republic of Korea,181.11,6187.44
71c001,Republic of Korea,243.78,9547.86
a06dd8,United States,95.33,3383.28
c03a97,Canada,115.44,1821.18
adb0b4,United States,240.3,10332.72
780f39,China,183.87,8404.86
a9cbb8,United States,155.67,2758.44
4ba9f6,Turkey,169.23,12001.5
a6bb97,United States,96.87,1135.38
c03a90,Canada,106.06,1577.34
a4dbef,United States,238.09,11087.1
a2fdbe,United States,183.87,8907.78
a742c2,United States,113.69,1554.48
a5b55f,United States,207.12,10149.84
7c67d7,Australia,58.93,739.14
a18dfd,United States,50.44,2941.32
ab3506,United States,47.01,853.44
89914a,Taiwan,48.0,365.76
a01485,United States,62.4,708.66
7c0756,Australia,41.7,160.02
c004f3,Canada,213.73,10576.56
ab8eb1,United States,25.21,-15.24
a23a26,United States,49.68,1074.42
a24d56,United States,7.2,
780f47,China,203.14,9692.64
502d44,Latvia,214.8,10401.3
a98edc,United States,294.49,9966.96
a9f8e8,United States,36.53,198.12
a6e879,United States,51.58,1287.78
ace063,United States,0.0,
a324b0,United States,131.75,2171.7
a26774,United States,58.19,662.94
780f3d,China,251.07,9387.84
0100dc,Egypt,275.09,10942.32
a05afb,United States,32.31,502.92
7c67d0,Australia,48.58,449.58
ad0088,United States,247.4,11628.12
a0144e,United States,208.26,7848.6
abc09e,United States,239.56,11468.1
a12114,United States,54.26,1066.8
a6ce90,United States,191.09,6278.88
a6c248,United States,252.33,10485.12
89912d,Taiwan,283.77,
89912c,Taiwan,259.67,11567.16
a6ce7d,United States,234.47,7505.7
a6c247,United States,146.15,3429.0
7c4da0,Australia,66.06,853.44
a18dde,United States,72.74,2651.76
c03a69,Canada,151.29,9525.0
a00d6e,United States,249.94,12374.88
a31dc6,United States,139.96,3535.68
