icao24,origin_country,velocity,geo_altitude
781da5,China,276.37,11422.38
ade66f,United States,222.68,9913.62
4005bf,United Kingdom,267.52,11239.5
c06dba,Canada,130.16,3284.22
4005ba,United Kingdom,224.01,10637.52
aae810,United States,214.61,11818.62
a50c7c,United States,212.88,11186.16
ab081f,United States,73.37,4389.12
7587fb,Philippines,4.37,
75010a,Malaysia,103.64,1135.38
a262ad,United States,74.77,220.98
e48395,Brazil,128.84,2667.0
ab19d0,United States,145.52,12131.04
e48396,Brazil,143.39,2887.98
780b09,China,199.56,7124.7
0d09ec,Mexico,214.61,8846.82
0d09ef,Mexico,195.11,6903.72
a1a5cf,United States,229.75,7444.74
acb1f8,United States,147.85,2171.7
aa9830,United States,6.43,
aaf9c1,United States,219.9,10645.14
a34878,United States,154.67,6019.8
781203,China,264.62,9342.12
ac892e,United States,0.0,
a2c5b1,United States,248.72,12824.46
a18b45,United States,84.31,670.56
a778d9,United States,78.91,868.68
a8609f,United States,162.66,3634.74
a3484e,United States,86.77,2324.1
a0ce68,United States,241.58,10530.84
a0c20f,United States,206.31,6827.52
a44e1c,United States,219.13,11323.32
a1087a,United States,185.59,5364.48
c1e587,Canada,8.75,
a25bc4,United States,223.8,7018.02
a50bc5,United States,55.91,2819.4
a13bbf,United States,37.93,281.94
a2bec7,United States,217.53,11285.22
a44e25,United States,216.59,12412.98
a44e24,United States,102.37,1463.04
a2c5a3,United States,226.44,11986.26
ac6f31,United States,129.4,2377.44
ac26b2,United States,225.39,12260.58
ac760d,United States,154.64,3474.72
ab3c0c,United States,180.91,10210.8
a08588,United States,33.44,358.14
a31b04,United States,134.45,1950.72
a2d8d9,United States,217.35,11864.34
a3d2c0,United States,204.85,10576.56
a6de16,United States,37.04,365.76
ab3c29,United States,89.97,3253.74
ac6f30,United States,217.61,12367.26
a022f4,United States,263.82,12473.94
8a06d0,Indonesia,147.13,4617.72
c07594,Canada,114.43,5875.02
a2b2da,United States,111.63,3459.48
addf01,United States,263.44,10477.5
4a4d79,Romania,257.18,9014.46
7c1566,Australia,86.98,754.38
ac6f2d,United States,49.14,411.48
ac0ca4,United States,219.14,12443.46
738446,Israel,257.73,11361.42
4baa09,Turkey,68.3,198.12
738444,Israel,253.51,9288.78
a2b2e1,United States,241.39,10645.14
ac0cab,United States,329.63,9845.04
a810ba,United States,195.34,4526.28
aae6d5,United States,213.23,11696.7
a44238,United States,205.01,11209.02
a3489f,United States,111.13,1996.44
4bb101,Turkey,223.79,11231.88
7c75e0,Australia,0.0,
a823f2,United States,67.58,1470.66
781e83,China,251.32,10812.78
aae6cd,United States,70.64,358.14
a98c93,United States,27.44,281.94
a2abda,United States,192.38,8039.1
89649e,United Arab Emirates,242.36,11993.88
ac763e,United States,232.6,10271.76
a2abcf,United States,140.07,7239.0
ac13b3,United States,233.48,9669.78
ad3fcd,United States,74.59,1790.7
a3355e,United States,248.19,10888.98
76d253,Singapore,246.3,10416.54
a20258,United States,43.52,807.72
abb972,United States,207.34,11940.54
a1e23a,United States,60.98,411.48
0d09d5,Mexico,220.42,11536.68
a32e86,United States,104.58,1135.38
acd964,United States,226.81,9601.2
ad3fd9,United States,230.19,10721.34
ad3fd7,United States,0.19,
ab3c58,United States,186.19,10820.4
ad3fd6,United States,221.46,6637.02
ac26cf,United States,186.74,5814.06
a99f92,United States,278.33,13365.48
a62092,United States,28.68,914.4
a56e0d,United States,254.54,12839.7
a4b827,United States,267.91,10279.38
a8c32a,United States,138.68,1714.5
0d09ce,Mexico,244.29,11719.56
a9f64d,United States,54.29,1150.62
ade609,United States,0.0,
ad3fde,United States,1.29,
a44211,United States,227.22,10210.8
a9f64b,United States,117.57,2484.12
a382b6,United States,106.51,2491.74
ab3c61,United States,84.94,861.06
a44214,United States,181.65,4389.12
86796c,Japan,140.45,3154.68
ac6326,United States,62.81,1767.84
a2abc6,United States,47.34,556.26
ac7658,United States,1.03,
a19272,United States,92.32,556.26
a34897,United States,50.44,60.96
a2fb32,United States,205.79,11399.52
addf19,United States,95.17,3558.54
a1e241,United States,243.44,11483.34
ac252a,United States,250.93,11422.38
aa32c6,United States,50.22,822.96
abaed1,United States,86.1,1531.62
a5ba10,United States,41.67,1409.7
a33d97,United States,50.42,
a63ab9,United States,63.49,3581.4
3965a3,France,193.17,10431.78
a2c1bd,United States,211.93,9974.58
3965a2,France,231.73,11231.88
ad4513,United States,86.18,754.38
88816d,Viet Nam,207.71,10972.8
3965a4,France,272.25,10424.16
a5d421,United States,48.4,853.44
ab1890,United States,258.2,9121.14
a44a48,United States,202.04,10218.42
a3f4ea,United States,124.84,1501.14
abb5bf,United States,237.18,6446.52
c07f3d,Canada,177.99,4366.26
abfe52,United States,53.51,53.34
a9672c,United States,72.68,548.64
ab9b49,United States,146.9,1082.04
a5cd55,United States,216.7,10850.88
a271de,United States,212.55,12854.94
3462c8,Spain,212.34,12230.1
c07f49,Canada,204.14,11917.68
a414e8,United States,61.66,236.22
aa2bc4,United States,242.22,10698.48
ad4528,United States,69.96,228.6
3965b2,France,247.09,9197.34
7811fd,China,254.86,11498.58
88815c,Viet Nam,212.04,10332.72
a26afe,United States,187.79,4434.84
a0a903,United States,214.67,11849.1
840cd2,Japan,112.83,1554.48
840cd8,Japan,177.36,11529.06
a40df9,United States,171.49,8359.14
a38ad5,United States,100.78,1988.82
a4c78f,United States,111.14,2293.62
a4fae1,United States,0.0,320.04
a6ed3e,United States,58.2,464.82
c023c7,Canada,248.14,9822.18
aa2bc2,United States,222.63,11262.36
aa2bc1,United States,210.19,10812.78
a3577d,United States,210.05,11772.9
4ac98a,Sweden,10.8,
aaf87f,United States,210.32,10500.36
a3578a,United States,143.0,1836.42
a894b5,United States,0.0,
a641b6,United States,0.0,
a76df8,United States,156.07,3268.98
a72782,United States,236.83,7711.44
a21142,United States,201.86,7277.1
ad9edf,United States,10.8,
c023bd,Canada,1.29,
a4c79b,United States,182.57,7040.88
a641bf,United States,203.91,9075.42
a4c79f,United States,108.18,3649.98
c023aa,Canada,1.54,
a2d4d6,United States,29.65,411.48
a1f11d,United States,185.61,7909.56
a009a4,United States,256.16,10302.24
4ca6d6,Ireland,216.45,9532.62
a3576b,United States,72.4,693.42
acd5ad,United States,242.89,10713.72
a05910,United States,0.0,
8413d7,Japan,169.15,10843.26
a4fae8,United States,150.8,1714.5
a0817f,United States,263.4,10820.4
aa2ba2,United States,241.3,10530.84
a4ad7f,United States,116.72,5440.68
aa2ba4,United States,128.51,1965.96
aad249,United States,215.73,12176.76
abb5e2,United States,208.87,11811.0
a5c127,United States,195.86,3992.88
abb5e3,United States,201.31,9791.7
88817c,Viet Nam,11.32,
abb5e6,United States,227.91,7543.8
aa7b10,United States,220.72,7193.28
acced9,United States,255.0,10477.5
86eaea,Japan,234.63,8763.0
acc2b6,United States,266.55,12230.1
abb5ea,United States,157.03,3528.06
0ac425,Colombia,4.12,
ad2b43,United States,208.89,4099.56
a0d19e,United States,229.45,10081.26
8964f9,United Arab Emirates,229.59,8359.14
a8d27e,United States,248.92,10287.0
c02fb8,Canada,245.42,10492.74
a0595d,United States,9.26,
ab9b81,United States,213.58,10698.48
aae597,United States,227.81,5867.4
a27f07,United States,67.91,381.0
a129dc,United States,243.31,10980.42
5084e7,Ukraine,222.33,9357.36
a52dbc,United States,45.92,1165.86
4bb068,Turkey,210.8,10035.54
8964fb,United Arab Emirates,216.31,11750.04
ad3e82,United States,44.52,883.92
8964ff,United Arab Emirates,241.63,8846.82
8964fd,United Arab Emirates,231.94,10111.74
4bb062,Turkey,231.13,11925.3
a4b414,United States,51.78,1005.84
49d5ef,Czech Republic,233.06,10416.54
abeb57,United States,254.92,11536.68
a249c2,United States,81.14,3307.08
e49699,Brazil,66.37,1043.94
c0119b,Canada,44.09,975.36
a16621,United States,262.65,14089.38
781f25,China,204.38,4739.64
c07f2e,Canada,153.37,7269.48
a3f4bd,United States,45.65,1310.64
888167,Viet Nam,7.46,
a03f24,United States,236.29,10637.52
8964d1,United Arab Emirates,255.58,11170.92
a4b41c,United States,241.4,10172.7
c049e9,Canada,231.57,10728.96
a534c1,United States,149.54,2705.1
a46488,United States,11.32,
a3f4d7,United States,60.98,-22.86
a21184,United States,255.64,12115.8
c06c15,Canada,44.18,1287.78
c07f47,Canada,176.38,6286.5
a4b420,United States,206.03,9265.92
a4b421,United States,222.63,11460.48
a129b0,United States,195.71,10660.38
a03f1e,United States,242.11,10584.18
c02fd8,Canada,262.05,10835.64
8964d9,United Arab Emirates,184.33,3848.1
ac0b96,United States,289.15,8968.74
847628,Japan,97.54,1813.56
addbc5,United States,86.52,1546.86
a57d55,United States,75.12,2011.68
abfe9d,United States,7.2,
c07f36,Canada,7.72,
ac0b7f,United States,4.89,
88813d,Viet Nam,187.34,7482.84
c07f32,Canada,162.36,7543.8
8964da,United Arab Emirates,259.15,9799.32
a29908,United States,226.6,9448.8
ad4584,United States,184.73,4953.0
a2e93c,United States,210.42,10248.9
a94d94,United States,183.31,12138.66
e8043b,Chile,245.31,12641.58
e80452,Chile,216.83,6675.12
a2d615,United States,132.27,1882.14
a8214b,United States,62.21,2019.3
a94156,United States,6.69,
a33ca9,United States,128.13,1440.18
7cae0c,Australia,244.09,11917.68
7cae0a,Australia,262.79,10043.16
e80457,Chile,205.5,10226.04
c02494,Canada,211.46,10576.56
e8044d,Chile,149.56,3108.96
88596c,Thailand,152.2,4015.74
e8044f,Chile,245.28,8343.9
a8caf5,United States,53.92,335.28
88596d,Thailand,201.91,5067.3
c0248c,Canada,242.81,11551.92
a2e935,United States,211.21,10881.36
a99afb,United States,247.58,8450.58
acd68a,United States,178.29,3840.48
e8045b,Chile,230.15,7825.74
a82182,United States,170.82,10614.66
a94d70,United States,81.01,3185.16
780aa0,China,109.17,937.26
896626,United Arab Emirates,262.32,11734.8
7cf095,Australia,2.31,
40787b,United Kingdom,324.73,12519.66
e80470,Chile,89.51,525.78
e80473,Chile,224.72,10332.72
4ac8a8,Sweden,217.59,11818.62
a02c40,United States,266.65,10645.14
7cf07d,Australia,6.94,
e8046d,Chile,84.95,1021.08
a4fc00,United States,267.25,10355.58
e8046f,Chile,272.66,11361.42
4bb06e,Turkey,220.3,10142.22
a02c49,United States,103.88,5836.92
a1b609,United States,54.79,2506.98
a2cf09,United States,169.53,4998.72
896633,United Arab Emirates,230.55,9601.2
a1c935,United States,104.22,1112.52
a03331,United States,212.92,8298.18
a6692d,United States,218.13,10675.62
a81a81,United States,0.32,
a369af,United States,237.02,13197.84
780aaa,China,183.93,5836.92
a4bfc1,United States,214.99,10370.82
a7fa70,United States,263.43,7056.12
8008c6,India,4.12,
a9b775,United States,198.55,3459.48
89662e,United Arab Emirates,219.42,7391.4
ab5eb2,United States,211.0,11010.9
c071ad,Canada,67.92,960.12
4ca82b,Ireland,198.3,5295.9
896604,United Arab Emirates,255.65,9784.08
a356f6,United States,133.76,1348.74
a6e131,United States,112.79,3634.74
a330a0,United States,77.17,121.92
a88ddf,United States,280.54,13807.44
a1a33a,United States,87.03,1485.9
780aba,China,150.11,2087.88
a0337c,United States,137.51,1722.12
a16693,United States,216.27,6469.38
a6ed61,United States,259.98,10942.32
a75abe,United States,56.74,266.7
a40318,United States,171.34,12481.56
a6914f,United States,188.88,6126.48
a7011e,United States,32.29,-30.48
ab78e1,United States,92.97,1470.66
ac382e,United States,83.47,655.32
896617,United Arab Emirates,316.39,11635.74
e8040b,Chile,232.84,10706.1
a03399,United States,163.84,4739.64
a7d7f3,United States,197.45,10523.22
a27f7f,United States,75.88,533.4
e8040d,Chile,198.78,10020.3
a40312,United States,175.96,5303.52
018057,Libyan Arab Jamahiriya,174.92,9189.72
e8040c,Chile,245.86,10241.28
ac98ac,United States,161.98,3421.38
896620,United Arab Emirates,148.88,3390.9
ab184a,United States,66.37,1668.78
e80428,Chile,176.55,5897.88
ab184d,United States,1.54,
a0205c,United States,6.94,
89660d,United Arab Emirates,96.36,1242.06
ab5ed8,United States,235.18,9547.86
a0a98f,United States,228.44,8580.12
a57189,United States,44.78,1432.56
ac250b,United States,228.27,6484.62
ab9b13,United States,75.62,350.52
706065,Kuwait,122.78,2773.68
7c7888,Australia,219.67,11711.94
76d1cb,Singapore,219.05,12009.12
706066,Kuwait,229.78,10096.5
485343,Kingdom of the Netherlands,265.35,11071.86
a0f6f9,United States,247.14,11262.36
7c7886,Australia,217.25,10927.08
abaeb2,United States,24.18,
a6ed7f,United States,197.97,10149.84
7c7885,Australia,225.22,
43bea5,United Kingdom,147.81,1783.08
706069,Kuwait,198.01,9479.28
a41632,United States,213.14,10949.94
7811d8,China,204.01,7399.02
aade42,United States,101.78,1950.72
7cae42,Australia,118.48,6438.9
885967,Thailand,246.15,6507.48
885963,Thailand,172.29,4549.14
885962,Thailand,164.83,4610.1
885964,Thailand,252.96,10934.7
4ac8da,Sweden,239.51,8877.3
a7fa2d,United States,222.7,10347.96
ac7ebb,United States,230.23,8625.84
347692,Spain,211.57,10767.06
c01d7e,Canada,0.0,
a29980,United States,224.34,10317.48
780aeb,China,77.17,259.08
a14c70,United States,241.06,9593.58
a894f2,United States,251.45,10896.6
ab52a2,United States,9.26,
a03377,United States,217.42,10789.92
a223ba,United States,233.38,10195.56
a6e140,United States,239.85,11635.74
e80441,Chile,181.99,3550.92
a54926,United States,0.0,
a34fe6,United States,239.53,10302.24
a02c94,United States,241.38,10736.58
70605c,Kuwait,259.16,9738.36
485f83,Kingdom of the Netherlands,268.99,10203.18
a02c91,United States,226.06,11407.14
a369ee,United States,70.55,68.58
a94105,United States,117.22,1798.32
abb5a1,United States,172.5,4716.78
70605f,Kuwait,220.3,9418.32
aa7b54,United States,164.87,3436.62
abb5a3,United States,248.69,9182.1
aaa96f,United States,161.98,3314.7
0d106d,Mexico,191.22,7101.84
a39377,United States,172.94,8763.0
4a0484,Romania,260.34,10957.56
a82cb1,United States,218.48,11330.94
780c8f,China,210.09,6515.1
a38c7c,United States,77.82,
a846bd,United States,57.71,853.44
a76f68,United States,212.54,10485.12
ad56c0,United States,58.71,1325.88
a38c95,United States,87.46,1424.94
c01d2d,Canada,244.19,11620.5
8a09e4,Indonesia,237.48,11666.22
a95fd7,United States,61.43,1005.84
a8df2c,United States,254.61,10934.7
a27380,United States,252.87,11003.28
a08e04,United States,63.73,1310.64
a2605b,United States,279.43,11506.2
abfcb6,United States,215.86,10599.42
8a09ca,Indonesia,221.51,8930.64
34644e,Spain,263.87,9890.76
a5d3c1,United States,40.18,1790.7
a583f5,United States,145.0,3017.52
ab5f87,United States,235.57,8869.68
a2d686,United States,1.54,205.74
a2d688,United States,58.32,1478.28
a95fe9,United States,59.61,617.22
a63c5f,United States,48.32,982.98
8a09be,Indonesia,226.16,11384.28
a700a4,United States,195.13,5897.88
a700a9,United States,141.73,11079.48
34510a,Spain,166.36,3147.06
896597,United Arab Emirates,154.95,2667.0
aa3312,United States,34.16,
c06aaa,Canada,234.02,9509.76
c071a4,Canada,232.94,10881.36
a690a8,United States,129.17,2232.66
a75018,United States,37.04,716.28
a0339f,United States,142.87,1790.7
8a09c3,Indonesia,220.87,6972.3
a210c5,United States,142.91,3390.9
abc96f,United States,241.13,9989.82
ad4fe1,United States,130.59,2636.52
48af0c,Poland,225.04,10439.4
ac1cdd,United States,165.75,9822.18
48af0b,Poland,222.58,11117.58
7cace4,Australia,148.09,5516.88
a52382,United States,177.04,6979.92
abc992,United States,165.86,6637.02
ab4c76,United States,71.0,739.14
a1f0b4,United States,0.0,
a38c66,United States,5.4,
a2c338,United States,10.8,
48af12,Poland,228.71,11041.38
a6b97d,United States,114.35,3268.98
a846d1,United States,131.47,2057.4
ac36ef,United States,208.05,10698.48
a6ecbe,United States,37.59,2087.88
7c168d,Australia,36.26,304.8
e48db2,Brazil,163.6,9387.84
c00a0b,Canada,93.53,571.5
a38019,United States,230.9,9890.76
a15397,United States,238.75,11483.34
a726ee,United States,241.88,12763.5
a4fc13,United States,45.73,647.7
aa3f45,United States,9.77,
86eb72,Japan,233.78,11269.98
461f4e,Finland,248.67,10789.92
7c5e06,Australia,0.0,
89655b,United Arab Emirates,261.4,9745.98
ade313,United States,23.69,922.02
acc330,United States,232.46,12054.84
a38082,United States,184.81,3657.6
a2608a,United States,31.82,1089.66
447c4f,Austria,4.63,
e494f9,Brazil,3.09,
ac7353,United States,0.39,
7cf074,Australia,4.12,
ab4c83,United States,125.77,1219.2
48af05,Poland,235.54,11033.76
461f67,Finland,179.84,6545.58
aa9fbb,United States,193.75,6172.2
a739d8,United States,102.6,1143.0
7500e4,Malaysia,239.07,10043.16
48af00,Poland,186.9,6012.18
a26093,United States,222.26,8519.16
8a09a5,Indonesia,208.12,7993.38
ad9f7f,United States,197.55,9624.06
a058f1,United States,237.52,12542.52
ac733b,United States,196.68,3505.2
a53644,United States,0.0,
89656a,United Arab Emirates,208.73,8229.6
89656d,United Arab Emirates,211.2,10744.2
44cc44,Belgium,231.86,11254.74
a08e3c,United States,224.19,10393.68
34640e,Spain,162.02,5029.2
ad3cdf,United States,265.67,10538.46
e481d8,Brazil,232.18,9951.72
a64305,United States,216.76,10645.14
a09533,United States,246.27,10332.72
461f5a,Finland,143.62,2156.46
a4fc0b,United States,180.34,12976.86
ac10af,United States,279.29,10126.98
a2b05b,United States,146.32,2301.24
a7bf22,United States,188.06,5082.54
a76f43,United States,240.55,8709.66
89653b,United Arab Emirates,275.84,11285.22
a6a627,United States,31.08,45.72
89653a,United Arab Emirates,259.3,11978.64
a2b060,United States,201.88,10995.66
a6ffc2,United States,138.61,7597.14
c0371f,Canada,184.13,4602.48
abaf9f,United States,112.29,899.16
a6ffc3,United States,65.85,205.74
4ca76a,Ireland,179.53,6499.86
a463fd,United States,2.57,373.38
ac23ef,United States,221.9,10629.9
89653c,United Arab Emirates,241.39,11993.88
841400,Japan,11.32,
ac868d,United States,32.04,396.24
781ec3,China,209.98,11041.38
43bf95,United Kingdom,0.45,
896557,United Arab Emirates,236.81,10683.24
4b9907,Turkey,238.65,10584.18
ad933e,United States,68.63,937.26
a66987,United States,147.23,2499.36
896559,United Arab Emirates,156.09,3070.86
781ebd,China,113.21,1493.52
405e24,United Kingdom,237.85,10820.4
0d1078,Mexico,152.78,3581.4
acd675,United States,253.75,12207.24
461f52,Finland,228.7,12405.36
461f53,Finland,269.68,11894.82
461f54,Finland,257.66,11704.32
e48df5,Brazil,265.57,9845.04
ad8c5e,United States,54.97,259.08
a3dc5a,United States,228.69,10035.54
780c0a,China,251.67,
a22539,United States,247.25,11666.22
461f0c,Finland,225.72,11536.68
a07b3e,United States,237.41,7139.94
a8c033,United States,231.68,5768.34
a8d365,United States,239.93,10370.82
7c6fe1,Australia,95.41,2453.64
abfd8c,United States,245.94,8046.72
a08e82,United States,122.59,2880.36
a165d7,United States,101.52,6720.84
a26bb8,United States,128.1,3048.0
a60804,United States,156.61,3756.66
a7506a,United States,248.04,8930.64
a2384b,United States,68.03,297.18
a0f869,United States,127.15,2941.32
a27ebd,United States,87.33,3657.6
7705c6,Sri Lanka,247.8,10561.32
ac249e,United States,77.77,434.34
781f4c,China,243.92,9464.04
8964c3,United Arab Emirates,231.0,9494.52
8964c2,United Arab Emirates,182.68,11010.9
a0e555,United States,3.86,
8964c1,United Arab Emirates,300.1,11742.42
8964c0,United Arab Emirates,241.96,9494.52
c08590,Canada,35.96,1813.56
8964af,United Arab Emirates,266.21,11803.38
